name,prompt,negative_prompt
r510,"modern, tasty, attractive food photography of Ultimate Tikka Eggs Energy Bowl, eggs, couscous, mushroom, broccoli, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r511,"modern, tasty, attractive food photography of Sticky Lemon Pepper Tofu Protein Pot, tofu, brown rice, courgette, carrot, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r512,"modern, tasty, attractive food photography of Golden Peri-Peri Beef Fuel Box, beef mince, quinoa, courgette, broccoli, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r513,"modern, tasty, attractive food photography of Crispy Harissa Cod Fuel Box, cod fillet, quinoa, onion, spinach, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r514,"modern, tasty, attractive food photography of Creamy Cajun Beef Lift Pot, beef mince, brown rice, courgette, onion, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r515,"modern, tasty, attractive food photography of Ultimate Indian Spiced Tempeh Energy Bowl, tempeh, couscous, onion, green beans, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r517,"modern, tasty, attractive food photography of Supreme Honey Mustard Tempeh Pasta Pot, tempeh, wholewheat pasta, carrot, carrot, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r518,"modern, tasty, attractive food photography of Golden Garlic Herb Turkey Prep Box, turkey mince, couscous, sweet potato, carrot, peanut butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r519,"modern, tasty, attractive food photography of Zesty Cajun Prawns Pasta Pot, prawns, wholewheat pasta, tomato, green beans, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r520,"modern, tasty, attractive food photography of Blazing Tofu Protein Stack, tofu, couscous, carrot, bell pepper, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1000,"modern, tasty, attractive food photography of Mexican Chicken Breast Power Flatbread, chicken breast, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1001,"modern, tasty, attractive food photography of Korean BBQ Tofu Power Flatbread, tofu, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegan, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1002,"modern, tasty, attractive food photography of Harissa Halloumi Power Flatbread, halloumi, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1003,"modern, tasty, attractive food photography of Tandoori Prawns Power Flatbread, prawns, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1004,"modern, tasty, attractive food photography of Thai Tofu Power Flatbread, tofu, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegan, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1005,"modern, tasty, attractive food photography of Mexican Salmon Fillet Power Flatbread, salmon fillet, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1006,"modern, tasty, attractive food photography of Peri-Peri Tofu Power Flatbread, tofu, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegan, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1007,"modern, tasty, attractive food photography of Tandoori Chicken Breast Power Flatbread, chicken breast, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1008,"modern, tasty, attractive food photography of Peri-Peri Salmon Fillet Power Flatbread, salmon fillet, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1009,"modern, tasty, attractive food photography of Thai Lamb Mince Power Flatbread, lamb mince, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1010,"modern, tasty, attractive food photography of Mediterranean Halloumi Power Flatbread, halloumi, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1012,"modern, tasty, attractive food photography of Harissa Salmon Fillet Power Flatbread, salmon fillet, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1013,"modern, tasty, attractive food photography of Thai Salmon Fillet Power Flatbread, salmon fillet, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1015,"modern, tasty, attractive food photography of Harissa Lamb Mince Power Flatbread, lamb mince, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1018,"modern, tasty, attractive food photography of Thai Halloumi Power Flatbread, halloumi, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1019,"modern, tasty, attractive food photography of Korean BBQ Halloumi Power Flatbread, halloumi, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1020,"modern, tasty, attractive food photography of Tandoori Lamb Mince Power Flatbread, lamb mince, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1021,"modern, tasty, attractive food photography of Mediterranean Chicken Breast Power Flatbread, chicken breast, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1023,"modern, tasty, attractive food photography of Mexican Prawns Power Flatbread, prawns, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1024,"modern, tasty, attractive food photography of Mediterranean Tofu Power Flatbread, tofu, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegan, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1025,"modern, tasty, attractive food photography of Tandoori Salmon Fillet Power Flatbread, salmon fillet, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1026,"modern, tasty, attractive food photography of Korean BBQ Lamb Mince Power Flatbread, lamb mince, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1027,"modern, tasty, attractive food photography of Tandoori Tofu Power Flatbread, tofu, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegan, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1028,"modern, tasty, attractive food photography of Mexican Lamb Mince Power Flatbread, lamb mince, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1029,"modern, tasty, attractive food photography of Korean BBQ Salmon Fillet Power Flatbread, salmon fillet, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1030,"modern, tasty, attractive food photography of Peri-Peri Halloumi Power Flatbread, halloumi, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1032,"modern, tasty, attractive food photography of Tandoori Beef Mince Power Flatbread, beef mince, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1037,"modern, tasty, attractive food photography of Peri-Peri Beef Mince Power Flatbread, beef mince, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1038,"modern, tasty, attractive food photography of Tandoori Halloumi Power Flatbread, halloumi, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1044,"modern, tasty, attractive food photography of Mexican Tofu Power Flatbread, tofu, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein, vegan, vegetarian","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1045,"modern, tasty, attractive food photography of Peri-Peri Lamb Mince Power Flatbread, lamb mince, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1046,"modern, tasty, attractive food photography of Korean BBQ Beef Mince Power Flatbread, beef mince, flatbread, yoghurt, bell pepper, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, flatbread, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1050,"modern, tasty, attractive food photography of Chipotle Chicken Breast Crunch Burger & Wedges, chicken breast, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1051,"modern, tasty, attractive food photography of Chipotle Salmon Fillet Crunch Burger & Wedges, salmon fillet, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1053,"modern, tasty, attractive food photography of Peri-Peri Tofu Crunch Burger & Wedges, tofu, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1054,"modern, tasty, attractive food photography of Peri-Peri Turkey Mince Crunch Burger & Wedges, turkey mince, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1055,"modern, tasty, attractive food photography of Spicy Buffalo Tofu Crunch Burger & Wedges, tofu, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1056,"modern, tasty, attractive food photography of Spicy Buffalo Chicken Breast Crunch Burger & Wedges, chicken breast, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1057,"modern, tasty, attractive food photography of Peri-Peri Beef Mince Crunch Burger & Wedges, beef mince, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1058,"modern, tasty, attractive food photography of Crispy Cajun Tofu Crunch Burger & Wedges, tofu, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1059,"modern, tasty, attractive food photography of Spicy Buffalo Salmon Fillet Crunch Burger & Wedges, salmon fillet, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1061,"modern, tasty, attractive food photography of Crispy Cajun Turkey Mince Crunch Burger & Wedges, turkey mince, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1062,"modern, tasty, attractive food photography of Korean BBQ Beef Mince Crunch Burger & Wedges, beef mince, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1063,"modern, tasty, attractive food photography of Korean BBQ Tofu Crunch Burger & Wedges, tofu, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1067,"modern, tasty, attractive food photography of Crispy Cajun Beef Mince Crunch Burger & Wedges, beef mince, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1068,"modern, tasty, attractive food photography of Crispy Cajun Salmon Fillet Crunch Burger & Wedges, salmon fillet, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1069,"modern, tasty, attractive food photography of Chipotle Turkey Mince Crunch Burger & Wedges, turkey mince, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1070,"modern, tasty, attractive food photography of Crispy Cajun Chicken Breast Crunch Burger & Wedges, chicken breast, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1072,"modern, tasty, attractive food photography of Korean BBQ Salmon Fillet Crunch Burger & Wedges, salmon fillet, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
